F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.02016527500588863,0.02041431114081898,0,10082,1
1,3,0.010626945477967312,0.052013118184376234,0,10026,1
2,4,0.014826809324610349,0.041939101370981564,0,10085,1
3,5,0.05030843777893796,0.012978582974715562,0,9941,1
4,6,0.03914614280368286,0.05275150769396706,0,9957,1
5,6,0.01182683867866219,0.028105759412679475,0,9911,1
2,5,0.028983152549878995,0.04085266347809365,0,10078,1
3,4,0.023225765168186304,0.04624914809045536,0,10069,1
5,7,0.04685761823904848,0.0547092600865534,0,10095,1
6,7,0.02700009069635454,0.022204330981365886,0,9928,1
3,8,0.03493908981656704,0.04645814338753968,0,9913,1
6,8,0.010568475379949187,0.047025098489254145,0,9967,1
7,9,0.033601700090050104,0.040697530100641414,0,9977,1
6,9,0.048897978309248136,0.0465944199157097,0,9996,1
9,10,0.019497292026385324,0.01993349085578537,0,9986,1
9,11,0.04211054383857925,0.05004787526953756,0,10018,1
8,11,0.014893042404334113,0.019781437917887328,0,9948,1
8,12,0.02460288635982876,0.027642433130761257,0,10006,1
10,13,0.04813788093316008,0.03141243638880663,0,9921,1
12,13,0.04590413863390547,0.04560196659246459,0,9944,1
11,14,0.04957601226341623,0.03562091109144633,0,9977,1
12,14,0.018107179442419928,0.03747073614678906,0,10070,1
13,15,0.02442820481037504,0.018574559202391764,0,9997,1
14,16,0.038399495133079393,0.03216834942313172,0,9972,1
15,16,0.04322906224685861,0.03562868848133818,0,9986,1
15,17,0.049677927098607,0.024312120374471995,0,10081,1
16,16,0.013576687670975546,0.017904376683387967,0,9958,1
15,18,0.04268703078137274,0.02425955637945108,0,9936,1
8,18,0.03788069647520262,0.016451643331998365,0,10081,1
18,19,0.04625534797959672,0.029296625959130462,0,9988,1
19,20,0.021039172446094975,0.03621332086406067,0,10091,1
18,20,0.03706901675294424,0.02596282563568727,0,10013,1
