BUS,PD,QD,Vmax,Vmin,basekV,zone
1,58.066921190449705,20.020360723681446,1.0832892962955953,0.9203007765968114,1,1
2,60.73846211481745,26.28814640847019,1.0799702780292826,0.945554649115463,1,1
3,23.29176066722673,12.58126498669267,1.080685496056208,0.9306195591781232,1,1
4,61.75536663689569,15.077010420916377,1.076821559302927,0.9170234688240281,1,1
5,15.747223406762775,9.170498085036701,1.0797212945312713,0.9379088950185226,1,1
6,66.76104003136354,21.15200336532367,1.0762238257782506,0.9330527713217005,1,1
7,85.40379258238993,18.625851217544774,1.084219088811327,0.940156716815345,1,1
8,3.5491968483998937,18.13682083420844,1.068828919049831,0.9272593840095208,1,1
9,17.71053472248565,4.913509132003589,1.0701455675173097,0.9457788806858521,1,1
10,11.839304614997204,6.475727673949191,1.0627388288487782,0.9102225100664404,1,1
11,50.9719480373532,23.985771342099422,1.0777143268898282,0.9361095928537183,1,1
12,8.466021423367724,1.1550131351699502,1.0795402149512447,0.9449752974547176,1,1
13,71.6843774248734,14.750470825746016,1.0714249222857457,0.942774155400521,1,1
14,91.45123778670379,20.11278103039005,1.0751578903363503,0.9322918231897002,1,1
15,61.08538877311843,20.250445759149517,1.0667901622945115,0.9490639944259194,1,1
16,53.866334454556274,15.680034651722043,1.0825468286601014,0.9251479062292327,1,1
17,4.498328205469161,25.11311994319597,1.088470228513157,0.930305264163074,1,1
18,36.76919662509379,3.362101354502431,1.083316227104738,0.9123182871153093,1,1
19,18.286030389304607,10.702394979421529,1.0833568947150933,0.9191136700294087,1,1
20,25.56470800282957,13.09049021530306,1.0726398573792022,0.9306626815527085,1,1
