BUS,PD,QD,Vmax,Vmin,basekV,zone
1,79.08183262694607,2.972139002287566,1.0879299470559147,0.9480579762841083,1,1
2,3.555453215747352,2.121313391099884,1.0727469488594514,0.9441363424804882,1,1
3,19.71188210456796,7.467303404998811,1.0864276589479247,0.9223640707230305,1,1
4,36.13577848442574,20.451884427113633,1.0693434156060921,0.9149757426657704,1,1
5,38.03687368200628,14.334335677201643,1.0845830158150838,0.9196023977034363,1,1
6,44.18390025585562,4.220402390733658,1.058088031599061,0.9415185412962308,1,1
7,15.823199375176326,18.04436655073411,1.0805913323209495,0.9276981565337911,1,1
8,50.97366332148088,20.56709049405166,1.0587008281865686,0.9202487440678577,1,1
9,33.476694356840426,25.73747883042516,1.0629647050812987,0.9200438805936748,1,1
10,46.652352400052195,20.58110264950846,1.0794776553525431,0.9243296587634183,1,1
11,86.45702259143876,12.280799821968474,1.0736146169764236,0.9460557009365229,1,1
