F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.020379083667188547,0.0483507204961314,0,9950,1
1,3,0.021959786387022364,0.018687102268252664,0,10070,1
2,4,0.018969757985720155,0.03587266172752849,0,10000,1
3,5,0.037643733573641903,0.03853721686616765,0,9974,1
4,6,0.042421905077948414,0.027372848415258354,0,9957,1
5,6,0.037174195456433676,0.019968295396231853,0,9994,1
2,5,0.03567248737677737,0.01909623285122177,0,9999,1
3,4,0.011403234218185463,0.04917510725391475,0,10046,1
5,7,0.014063804618664435,0.023049348264008444,0,9933,1
6,7,0.02233648720936424,0.048383142398866666,0,10042,1
3,8,0.011607959633120182,0.046081036151330815,0,10030,1
6,8,0.04487412687871943,0.04177368679920344,0,10056,1
7,9,0.036384831304504456,0.020451233448420165,0,9962,1
6,9,0.04472170816344711,0.01972072744665335,0,10024,1
9,10,0.034058734267064995,0.03726564799046699,0,10005,1
