BUS,PD,QD,Vmax,Vmin,basekV,zone
1,16.82460794900069,27.66322032776707,1.078191089759233,0.9156376233139322,1,1
2,11.780795187315507,2.926628177094329,1.0773436118333426,0.9112774196464045,1,1
3,27.928123038385248,15.501662149161548,1.0851860339558577,0.9429091471704981,1,1
4,81.26452476610943,19.32754625625974,1.0648830843969235,0.9335510563611815,1,1
5,4.939084979846835,27.15764277096056,1.0742714034737677,0.926943719943668,1,1
6,27.704895509789818,20.222988348499605,1.075831207815048,0.94267122230638,1,1
7,56.18042179219148,9.441713137449979,1.0519574543566352,0.9171688891046501,1,1
8,76.86801600518095,14.784851043529624,1.0819932260780636,0.9132745264955534,1,1
9,36.86591903181402,4.446002599389271,1.050673288664107,0.9425191132607564,1,1
10,60.72861132660595,4.356513141473385,1.0703297765221442,0.9227397479559597,1,1
