F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.046438459724808014,0.03405059266149957,0,10072,1
1,3,0.020201376439562792,0.02330914345741817,0,9994,1
2,4,0.046169703589027666,0.022579534494738682,0,9987,1
3,5,0.01187621594593181,0.032331223940070375,0,9901,1
4,6,0.039238611445309345,0.017964681055086827,0,10037,1
5,6,0.048339708179105274,0.026492280096685278,0,10038,1
2,5,0.024327210372968772,0.03604912691773637,0,9944,1
3,4,0.015500149381139321,0.04635929292883499,0,10038,1
5,7,0.03558758142290376,0.022225537144737323,0,9972,1
6,7,0.018955444027393773,0.014632031363651755,0,10062,1
3,8,0.016849416728458657,0.021628407835303218,0,10086,1
6,8,0.02531764334921876,0.017742666744443962,0,9996,1
7,9,0.014074166783492735,0.046273919060044376,0,10019,1
6,9,0.03790861385642615,0.03629907539577783,0,10020,1
