BUS,PD,QD,Vmax,Vmin,basekV,zone
1,62.452791175275976,19.931070790154724,1.056715871900846,0.9399814577575514,1,1
2,41.05106770535479,18.080739452869754,1.0505022015643017,0.9444563455058139,1,1
3,66.496510694897,16.3135852528821,1.0811596329293613,0.9311713877095366,1,1
4,40.20950860530504,5.434545951675237,1.0576043509174748,0.9400894959374666,1,1
5,33.76166639249737,10.017438683101277,1.0732211433435672,0.9333764060690104,1,1
6,73.84791205123679,23.181383239328547,1.0594129935987462,0.9160786942613955,1,1
7,7.096525583435714,6.691960064695744,1.0660078564764068,0.9170282529804074,1,1
8,32.95462958137277,15.920091189151476,1.0673512986838152,0.9334741767458837,1,1
9,61.6183553786462,19.528277680998034,1.062365714747194,0.9152770702309644,1,1
10,77.57433078404607,14.627227966498534,1.0592639284478211,0.9120507014589524,1,1
