F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.03276664249049657,0.014587405257255954,0,9929,1
1,3,0.039196451341159844,0.04559954896823296,0,9937,1
2,4,0.03803490614032358,0.013149915497029778,0,9960,1
3,5,0.017690248175048898,0.03320616902837904,0,10022,1
4,6,0.03992091431428381,0.04028454995217142,0,10082,1
5,6,0.013392182571688662,0.0236072398447029,0,10032,1
2,5,0.027974594508374903,0.011712868317570485,0,10061,1
3,4,0.023963682799580496,0.028316197481986945,0,10019,1
5,7,0.033754774566796826,0.022829468321214533,0,10040,1
6,7,0.03767812807697476,0.03458515274553304,0,10041,1
3,8,0.037264555597620166,0.02895503649480711,0,9903,1
6,8,0.03808463147955247,0.03988828731795295,0,10043,1
7,9,0.036020251614603725,0.048821386679094164,0,9961,1
6,9,0.04593868324198022,0.03523942093900227,0,9989,1
9,10,0.04660262873296754,0.03108593897831654,0,9998,1
