F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.010379338475603926,0.04803408008227455,0,10069,1
1,3,0.032768272170953426,0.017284423894654483,0,9997,1
2,4,0.018306513284549852,0.02635844930380652,0,9946,1
3,5,0.030472603193327223,0.022761655103697064,0,9923,1
4,6,0.02700660429136885,0.023091555588372017,0,9908,1
5,6,0.01496018326687695,0.034481553339497206,0,9982,1
2,5,0.02027418763924378,0.010259396287238995,0,10068,1
3,4,0.01377390891295937,0.02525863126782299,0,9929,1
5,7,0.019108351884931415,0.010584537044253899,0,10065,1
6,7,0.01446902633138717,0.012257397476394354,0,9914,1
3,8,0.027723898055760608,0.02481971920422874,0,10005,1
6,8,0.01632593328649886,0.03831264405027792,0,9984,1
