F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.03709294780475696,0.03173984630337528,0,10068,1
1,3,0.04454789475615402,0.025577645109698885,0,9905,1
2,4,0.028060190290006358,0.021477013524363313,0,9979,1
3,5,0.027576057756398792,0.04974109265091219,0,9906,1
4,6,0.035682765795184083,0.04711110997295368,0,9915,1
5,6,0.03261723782428491,0.04388550860965353,0,10028,1
2,5,0.014183624310308895,0.029446488695770996,0,9960,1
3,4,0.036983360296467344,0.015452510498463115,0,9911,1
5,7,0.027667646065897167,0.04876281384782832,0,9985,1
6,7,0.05029861331088232,0.04188135956481088,0,9905,1
3,8,0.047949196202260215,0.01170205059988234,0,9979,1
6,8,0.04171781343977954,0.020505737729151104,0,9978,1
7,9,0.03034157232450417,0.01422255721985724,0,9932,1
6,9,0.017902901950243626,0.021347137581268983,0,9906,1
