F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.01735522117443291,0.0479837132502427,0,9935,1
1,3,0.012006286530164664,0.013051922674498864,0,9934,1
2,4,0.04201492491233657,0.018051513022204306,0,9973,1
3,5,0.018046571031087852,0.046664836685136345,0,9957,1
4,6,0.014191555597686086,0.03358984243133904,0,10045,1
5,6,0.014428670045785914,0.024727448550885746,0,9989,1
2,5,0.03377538924095656,0.021628148498075664,0,10055,1
3,4,0.02252099425262055,0.037271188392967086,0,10049,1
5,7,0.025142521023939775,0.05540866053289993,0,9982,1
6,7,0.020874515585931033,0.044887674593830355,0,10095,1
3,8,0.04058321166412702,0.053532634019095963,0,10052,1
6,8,0.02058453336871278,0.023576270255648544,0,10085,1
7,9,0.012337404537585764,0.01828656245924877,0,10000,1
6,9,0.04073300378507738,0.016480050539884664,0,9915,1
9,10,0.010009167354548276,0.05041793779607452,0,10047,1
9,11,0.02712631471878421,0.014473164688672824,0,9986,1
8,11,0.01135930341083991,0.028854965373872582,0,9925,1
