BUS,PD,QD,Vmax,Vmin,basekV,zone
1,14.442612387718164,21.640516029552387,1.057976211756177,0.9203352000863291,1,1
2,72.1753248237999,1.6973174420808745,1.0807796694152079,0.9199463949739972,1,1
3,64.08043372745705,3.700877355775398,1.0871586337476604,0.9272618807560812,1,1
4,90.42835682988523,13.727165448095253,1.0534450262030794,0.9178565471423226,1,1
5,0.9533440811955564,27.99635672022072,1.0889099505112414,0.9472433045208852,1,1
6,82.1240234356895,26.2260323509295,1.072079376598151,0.9402646117028527,1,1
7,45.36917952520909,9.207929380346185,1.0525165523417717,0.9245316804520887,1,1
8,35.7512015904735,23.940261429197427,1.0584323849057362,0.9405806419515907,1,1
9,8.229623953814738,4.430453494751003,1.0641670124608822,0.9303156044020239,1,1
10,12.77869276060819,5.243534345756284,1.0631755379040235,0.9226096074451642,1,1
11,52.66803956434963,5.422519049542114,1.0860654495243685,0.9242803126347924,1,1
