F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.03286193463214125,0.027570765337240892,0,9974,1
1,3,0.01571332634049023,0.03492402630375101,0,9905,1
2,4,0.03183126835886353,0.02099095050117184,0,10080,1
3,5,0.02034931472401933,0.032379832227750385,0,9965,1
4,6,0.01569351730244716,0.015094573780085697,0,10091,1
5,6,0.02217771794033428,0.04669652478965405,0,10023,1
2,5,0.012669057278006417,0.018260555073484917,0,10073,1
3,4,0.024091076498417557,0.018116281043643413,0,9941,1
5,7,0.010467770770824267,0.0405101688279853,0,10030,1
6,7,0.017297731268503345,0.029137142868447312,0,9917,1
3,8,0.031445847149500085,0.04878094639344318,0,9967,1
6,8,0.02025944259443243,0.037527847842840266,0,9990,1
