F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.04391994070461804,0.0187242276727053,0,9924,1
1,3,0.04313911879217319,0.01640252294579548,0,9935,1
2,4,0.04096640296049684,0.04736551752885416,0,10004,1
3,5,0.049508714261433655,0.021713675324212853,0,10089,1
4,6,0.0348608960168767,0.02428198917390833,0,10035,1
5,6,0.02081920097680292,0.010537920083830282,0,10011,1
2,5,0.011136043429375363,0.01372140232455331,0,10001,1
3,4,0.030538387684335012,0.03046530067803411,0,10065,1
5,7,0.02707081453476936,0.036629699640082766,0,10052,1
6,7,0.039652745334304136,0.023162475893893718,0,9930,1
3,8,0.02475016026730105,0.029383602496291905,0,9932,1
6,8,0.043189383732905165,0.022251372490988325,0,10074,1
7,9,0.02525083998784286,0.02070299359272127,0,9927,1
6,9,0.03957490950156591,0.03150865649955251,0,9947,1
9,10,0.019937401095357805,0.05254920310557888,0,10090,1
9,11,0.04071600457612171,0.03141078009926806,0,10069,1
8,11,0.0408350958793293,0.025861037447666345,0,10023,1
