BUS,PD,QD,Vmax,Vmin,basekV,zone
1,63.71874312185021,24.44632280605616,1.0588631210060138,0.918977537242055,1,1
2,73.43967768017173,23.329274533105544,1.0772409743152938,0.9453699283216744,1,1
3,2.4133456843978807,12.086805533878252,1.0742849700702408,0.9373102228884379,1,1
4,48.510878168515426,26.05330383775627,1.0837974853165835,0.9357300002083996,1,1
5,19.980918746222045,7.227599420498839,1.0647042783858236,0.9284580562638208,1,1
6,83.53250899497418,17.20302052900208,1.0889330751776212,0.9497867485882336,1,1
7,22.68534788951422,19.002613659991066,1.0782119594917727,0.9332218863348932,1,1
8,82.04672425481452,4.819530058587033,1.0805815736495261,0.9243382741418851,1,1
9,70.28327383489331,13.714862732782732,1.0605304435978586,0.9440438239656855,1,1
10,59.81192080591256,16.313736079774507,1.0628187523857855,0.9288052466597253,1,1
11,32.813780748728234,9.142508929734198,1.068757757332158,0.9322161346227675,1,1
