F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.017000798484963067,0.02498401745636117,0,10027,1
1,3,0.037578589482152584,0.02683749935309173,0,9901,1
2,4,0.049711085801562686,0.04044873087291743,0,10077,1
3,5,0.014369644072580418,0.03306113847006666,0,9903,1
4,6,0.030432115677753308,0.04122018671962797,0,10051,1
5,6,0.04145661763972292,0.029458309093280725,0,10040,1
2,5,0.03921256173813015,0.046631798175992806,0,9946,1
3,4,0.04985910690048725,0.026146419897805397,0,10026,1
5,7,0.03943933443208195,0.039444904791694525,0,9946,1
6,7,0.03162025346909055,0.019407755001916764,0,9958,1
3,8,0.04097529207578991,0.02830917882753027,0,9970,1
6,8,0.025356445691256668,0.044911803081087436,0,9910,1
7,9,0.030554769506852632,0.017336070741632542,0,10020,1
6,9,0.03044623913494999,0.012218674383051905,0,10052,1
9,10,0.020773997916993237,0.02787549662734916,0,9999,1
