F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.05022734430489377,0.05543559293157863,0,9908,1
1,3,0.015460171575744803,0.027670869420376498,0,9924,1
2,4,0.019644322719755702,0.05363142671382547,0,10054,1
3,5,0.016161945632562038,0.04184164799617913,0,10018,1
4,6,0.040429505524052924,0.019491394680786114,0,9937,1
5,6,0.014374638554566735,0.034612694126699935,0,9930,1
2,5,0.04282600411986692,0.047750617848158865,0,10021,1
3,4,0.035461478281006466,0.026860749183755674,0,9912,1
5,7,0.014757572884467888,0.010624664191845826,0,10026,1
6,7,0.04676655448483858,0.04235285437173251,0,10038,1
3,8,0.04424075875420856,0.029229850027817167,0,10062,1
6,8,0.029663665948075985,0.010590843107668845,0,10068,1
7,9,0.03553835893302838,0.020334666656312617,0,9980,1
6,9,0.04208937287552175,0.01783689631355085,0,9979,1
9,10,0.02672935027651925,0.017534934675448845,0,9945,1
9,11,0.04936628779907061,0.04949490737481153,0,9982,1
8,11,0.03016169141621599,0.015268046824790008,0,9993,1
8,12,0.027414062032459108,0.028756039206688067,0,9954,1
10,13,0.027432823115985674,0.030261947093934774,0,9985,1
12,13,0.02096517742398718,0.049633131468493304,0,9965,1
11,14,0.04521346099788895,0.03964558667086882,0,9901,1
12,14,0.024035329279340933,0.05200562589578989,0,10064,1
13,15,0.01986618508347239,0.04255601563070218,0,9997,1
14,16,0.04460775503943447,0.045138609179806714,0,9909,1
15,16,0.013094889816010355,0.030348779250648585,0,10018,1
15,17,0.048230482845339886,0.0369371067513875,0,10085,1
16,16,0.03542014603361147,0.015361932792122236,0,10064,1
15,18,0.010256874404674439,0.015633132923724858,0,9938,1
8,18,0.012290226917951739,0.019371268508318218,0,9966,1
18,19,0.025824301356384312,0.03196157471527738,0,9973,1
19,20,0.023311210649844344,0.035086250451965256,0,10069,1
18,20,0.03545752385006014,0.04606347347869851,0,9997,1
