BUS,PD,QD,Vmax,Vmin,basekV,zone
1,73.20485881596825,1.3556548321983926,1.0823385450977843,0.9365664972344836,1,1
2,50.03077901132139,1.846863389219473,1.078815854734672,0.9182816403297493,1,1
3,54.594479151374074,3.65225431920106,1.0611086581785152,0.926372375126854,1,1
4,75.85346091172718,4.712583002831661,1.060758204326242,0.9092724309405645,1,1
5,86.74496668037989,23.29540031822721,1.087750768327336,0.9133653558160054,1,1
6,84.93233438198581,18.427683146441026,1.0880213519029607,0.917043665987905,1,1
7,55.27814853460515,14.712644863064357,1.0767405568594466,0.9320207499332134,1,1
8,59.09876904847805,7.479200170120729,1.0540467337581927,0.9328450566841439,1,1
9,50.95977665314264,22.806924577097092,1.0641449803644005,0.9238625605571167,1,1
10,81.93350138156575,23.94479974102664,1.0544744212096961,0.9352427810307802,1,1
11,52.85216961741718,7.294560525420652,1.054232491378322,0.9102206393757167,1,1
12,22.91033006276336,22.794383269474952,1.086963489422764,0.9390310252453704,1,1
13,85.97650269017937,19.849492904368255,1.0660208697068605,0.9270892117504893,1,1
14,78.64689168661415,10.440220939728592,1.0822194110394825,0.9164022873015976,1,1
15,77.11742520187926,15.118238501152499,1.0547931663484313,0.9493157246490936,1,1
16,55.21263029409535,18.459286509501123,1.0731449287125487,0.9429187313668821,1,1
17,42.73645214157326,21.683767902942844,1.0766470068315424,0.9354285877550381,1,1
18,18.432251247115083,5.3038708611298135,1.069032313972769,0.9165456224065343,1,1
19,33.38149932242048,4.211178247644366,1.0515355999729732,0.9094658758955296,1,1
20,61.16541162311389,6.710738740718341,1.081530964965901,0.9149614311891526,1,1
