F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.03103473679593107,0.010391107285604845,0,10013,1
1,3,0.030529660985977293,0.034551398635416106,0,10015,1
2,4,0.0478022167294045,0.02501089492191393,0,9999,1
3,5,0.03752630970621637,0.05518217411596531,0,9979,1
4,6,0.015052551683116554,0.0382950447544813,0,9963,1
5,6,0.041062892874395976,0.02404328079395361,0,9936,1
2,5,0.039878650409239554,0.04042918416127188,0,9940,1
3,4,0.04403994905395754,0.037354272702563335,0,10060,1
5,7,0.046449964765260955,0.011001999329171397,0,9990,1
6,7,0.045469957126908635,0.04628636374997554,0,10063,1
3,8,0.0360427785015923,0.04175025443795208,0,10049,1
6,8,0.03672847217345456,0.038513043118315056,0,10022,1
7,9,0.013402904448149828,0.016522227373699433,0,9973,1
6,9,0.023395983335341628,0.04291901870565329,0,10016,1
9,10,0.014474173908388562,0.05207306568363662,0,9969,1
9,11,0.04151629332119545,0.04510456860188904,0,10093,1
8,11,0.023067282939222868,0.05437855157174171,0,9957,1
8,12,0.017028772559893178,0.018549237080207406,0,9955,1
10,13,0.03588241212228864,0.036930387658431256,0,9969,1
12,13,0.02690038741008132,0.01931865161289579,0,10034,1
11,14,0.02315865898212872,0.0457986171783213,0,9906,1
12,14,0.03211523916715649,0.025522063588894583,0,9924,1
13,15,0.020907847145901878,0.04537600897870042,0,10030,1
14,16,0.03351554593232091,0.02940138570603032,0,9948,1
15,16,0.04765277912508707,0.01925316925557096,0,9926,1
15,17,0.04402841003068008,0.016212819192526068,0,9902,1
16,16,0.026350628554976323,0.03906159766382712,0,10030,1
15,18,0.02684300208207223,0.02895305829547025,0,10039,1
8,18,0.02344877356821272,0.05376428009673288,0,9978,1
18,19,0.01335858949203142,0.05493018851413853,0,9928,1
19,20,0.026003210067230345,0.012502121270099564,0,9908,1
18,20,0.03835843146484593,0.043487316505503845,0,9935,1
