BUS,PD,QD,Vmax,Vmin,basekV,zone
1,39.00848837125514,10.51554968117592,1.0790172221322842,0.9264167123424616,1,1
2,3.2434935690692286,23.44259760354484,1.0817524504184148,0.9471232690110938,1,1
3,66.75883555345754,2.242255347436431,1.0771439035193584,0.9128290298151567,1,1
4,24.009834740616878,10.439012248518706,1.0761071287355601,0.9283226192772541,1,1
5,68.07732911774345,14.154446516654161,1.0633615902416205,0.9416324096344504,1,1
6,89.99264344436703,27.957345223300763,1.0530291201578283,0.9178221912496212,1,1
7,63.09340210509526,18.322049690750635,1.0775763902111621,0.9181207084722571,1,1
8,85.75439249058267,3.4387397588136253,1.069076208597342,0.9134188190102099,1,1
9,73.5823812972955,12.689305188261475,1.07255820013568,0.9458566458461565,1,1
10,11.50285786634624,0.3201490880049462,1.0710346459657965,0.9467227518493563,1,1
11,57.98793604965297,0.7009996844447358,1.0550177231600162,0.9252395496810584,1,1
12,3.7055469536963006,23.075854258070894,1.0505495994629608,0.9413813093184402,1,1
13,76.29682842982386,4.672493377588339,1.05507894258251,0.9101129444558952,1,1
14,75.88879855948605,23.571679142107538,1.0582399044871587,0.9395565678962049,1,1
15,94.38237105950833,5.620932749158685,1.0785526435677917,0.9367478590768551,1,1
16,14.085589219605932,21.97833627959794,1.0544046239298006,0.9181361407159438,1,1
17,66.0883489261781,0.08823558927856416,1.083699330504403,0.9357480794406806,1,1
18,10.781020704392992,4.069769353238208,1.0769643575724357,0.9152720398616058,1,1
19,10.200645842243327,12.412680617138905,1.0581469658142137,0.9290645377238826,1,1
20,21.307861460322748,26.535145924517845,1.0750696581687542,0.9180396839274333,1,1
