F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.046477409015106684,0.01899736826210265,0,9986,1
1,3,0.028956566064878696,0.012556947450597608,0,9923,1
2,4,0.03890893998606188,0.03997016573485965,0,10005,1
3,5,0.027864577124708904,0.031156393066715145,0,9967,1
4,6,0.034591431594440926,0.02746310663966555,0,9976,1
5,6,0.03893770276322639,0.030112264416086887,0,10059,1
2,5,0.0304716729219911,0.015624429661305584,0,9998,1
3,4,0.017918329648546,0.023483662315243348,0,10078,1
5,7,0.01033056490275904,0.034669762916135,0,9960,1
6,7,0.020733413058150185,0.03401649081135327,0,9995,1
3,8,0.04522313955573964,0.03441326001971732,0,9953,1
6,8,0.03740602928412926,0.015741385218937688,0,10020,1
7,9,0.011610217990439434,0.03990234855531365,0,9949,1
6,9,0.03316640582615568,0.038559036720214185,0,10100,1
