F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.05006846735474439,0.015681496394691637,0,9918,1
1,3,0.032059328202128645,0.03782491396464073,0,9910,1
2,4,0.018089911841252464,0.046596893497213965,0,9917,1
3,5,0.01801084237357798,0.047783280675399574,0,10091,1
4,6,0.015963556189256354,0.01886968655156232,0,9979,1
5,6,0.012402476837968319,0.019919750046216708,0,10050,1
2,5,0.0310290243170857,0.016668947049506933,0,10028,1
3,4,0.04606837418353581,0.045982031787333066,0,9961,1
5,7,0.036736263979662086,0.019859420355060796,0,9919,1
6,7,0.027598086199816976,0.053210098385474906,0,9913,1
3,8,0.03640531839983757,0.029036307512739633,0,9932,1
6,8,0.049505802149668696,0.048074919627416904,0,10090,1
7,9,0.012256494946057402,0.010383616040210167,0,9968,1
6,9,0.042245590902143935,0.047038129978438835,0,9956,1
9,10,0.03989784536021392,0.011807029030956597,0,9980,1
9,11,0.02324541572437947,0.01312755533588703,0,9968,1
8,11,0.029053990284054934,0.05179735650273456,0,9914,1
8,12,0.0396244166627307,0.01138788564924138,0,9936,1
10,13,0.037636110021039115,0.023268525294746316,0,9906,1
12,13,0.02349549927352959,0.03429927503457269,0,10079,1
11,14,0.02214999589313702,0.03679863929686697,0,9948,1
12,14,0.03469844079785841,0.05053468247704724,0,10023,1
13,15,0.03527486875939487,0.024525819609736016,0,9974,1
14,16,0.03633893153094752,0.018845503771440984,0,9958,1
15,16,0.015147245973770733,0.029478461968572928,0,9939,1
15,17,0.016970619462791305,0.05358508254819049,0,10067,1
16,16,0.027928160273678185,0.010641889493586068,0,9983,1
15,18,0.03434200458665279,0.010025459028759585,0,10070,1
8,18,0.02968913063216437,0.01386749202720865,0,9937,1
18,19,0.045810964038353365,0.01949330268018202,0,10078,1
19,20,0.016785129104784684,0.024098963795576245,0,9951,1
18,20,0.04472044845815945,0.036677827675582454,0,10003,1
