F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.025152147457189952,0.04786812488257089,0,10025,1
1,3,0.019035110413598406,0.031121165220626818,0,9919,1
2,4,0.024662139451482365,0.0468723686185841,0,9953,1
3,5,0.019425802945630045,0.047749509414550334,0,10084,1
4,6,0.011632295111248378,0.026652145492791744,0,9968,1
5,6,0.024325415120551946,0.028899414210057595,0,10099,1
2,5,0.023269245769154463,0.03042982258540263,0,9992,1
3,4,0.024265688313547078,0.031084998571293588,0,9972,1
5,7,0.01380708310795584,0.04788116304903581,0,10010,1
6,7,0.01993150262707817,0.025213047451785812,0,9952,1
