F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.03253378344051273,0.014674651844099024,0,10098,1
1,3,0.020514406064447356,0.022272013204080475,0,9993,1
2,4,0.02674392918539943,0.028756264975530042,0,9927,1
3,5,0.021183750520567767,0.02040405030468938,0,9962,1
4,6,0.03195967437143526,0.03792276646173866,0,9974,1
5,6,0.01090183499122828,0.01800269761522651,0,9961,1
2,5,0.02390999519339517,0.0452696493951791,0,9935,1
3,4,0.023726775243544652,0.027557583223142217,0,9901,1
5,7,0.01047529484453822,0.02631564217425087,0,10059,1
6,7,0.022708265448873707,0.0267662747922695,0,9945,1
3,8,0.012474469333245537,0.01088570879949478,0,10036,1
6,8,0.026843961432573026,0.04165680595685278,0,9937,1
