BUS,PD,QD,Vmax,Vmin,basekV,zone
1,73.82117292781568,3.1427249052899815,1.0619570040650155,0.931924681151623,1,1
2,82.47000313766951,5.989362645080584,1.0734753364989669,0.9313660194087947,1,1
3,20.033906180618285,8.899077633238551,1.0792133696511037,0.911353227905303,1,1
4,23.037212516156394,25.110249165460665,1.0831971984358246,0.90920194791171,1,1
5,36.014742734437824,6.645614968941213,1.0785221431915661,0.9293614366494224,1,1
6,38.89765703746638,13.461048104303808,1.060077987883949,0.9105484694076824,1,1
7,32.62088771189678,14.98900498748239,1.076482463735964,0.9371332761979242,1,1
8,12.975489596193055,4.687398887484212,1.0545126984505029,0.912663941365701,1,1
9,91.61523149579901,27.93639379792228,1.062521056282814,0.9167365744109487,1,1
10,2.660945213171767,6.875169500533103,1.0878174038233321,0.9124210885462956,1,1
11,70.14360403422015,27.471243238568672,1.0721161126835868,0.9134533784920693,1,1
