F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.01622297944826268,0.03917789117924636,0,9916,1
1,3,0.04213389495335904,0.02247037519483657,0,9952,1
2,4,0.02500613706335784,0.046648043862774054,0,9928,1
3,5,0.02981632315973262,0.01999622023787495,0,10063,1
4,6,0.025147217375401237,0.03852813705864186,0,10072,1
5,6,0.028401771800651843,0.03692745738699912,0,10067,1
2,5,0.011087589731361078,0.035610669193014526,0,9978,1
3,4,0.04266667664989825,0.0303119883055123,0,10004,1
5,7,0.03157768216002558,0.05022297024639468,0,9965,1
6,7,0.03736625666706841,0.03449034403588238,0,10074,1
3,8,0.03641395812425132,0.04965834613797617,0,10017,1
6,8,0.03599848321646605,0.021187457070514497,0,10016,1
7,9,0.02112774019119817,0.0501212147829343,0,10002,1
6,9,0.04240367971604258,0.022466254136020693,0,9942,1
