F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.02985751327751874,0.021398921245578365,0,9981,1
1,3,0.030248228717173177,0.02606136540911047,0,10005,1
2,4,0.02128592305936932,0.018472871984742102,0,10062,1
3,5,0.018460724065750403,0.04501564468554107,0,10037,1
4,6,0.0223275109992353,0.012709876396146508,0,9932,1
5,6,0.0297714590829773,0.010354126865847428,0,10029,1
2,5,0.025302773784660407,0.0330535949239194,0,9980,1
3,4,0.029433905887852614,0.010045629174456928,0,9964,1
5,7,0.020889683436470283,0.04394593838629705,0,10060,1
6,7,0.02085237594105422,0.013264349519408773,0,10045,1
3,8,0.023891122599951756,0.02897917718698787,0,10003,1
6,8,0.030388415372579178,0.020962174537513888,0,9985,1
