BUS,PD,QD,Vmax,Vmin,basekV,zone
1,85.29556357660795,17.24395715348905,1.0620547543849408,0.9229990289256901,1,1
2,82.04429779184564,6.315196029869278,1.0595552909650456,0.9275267209127632,1,1
3,81.81255771748579,3.781983837219841,1.0518123930652883,0.9110696190679566,1,1
4,1.6312060272527131,17.827540697754046,1.059699132323548,0.9464341632959747,1,1
5,12.809492190842434,14.236752853835547,1.0839737112693208,0.9261001088474871,1,1
6,8.891564109822138,21.11529378228568,1.0618536143729365,0.94195394407124,1,1
7,84.52252831843437,6.016686297470398,1.078509744236041,0.926654296137918,1,1
8,91.27029576784783,7.414263099374683,1.0574341177882947,0.9445458465424468,1,1
9,37.123907564639794,19.51008540783042,1.0565189782878972,0.9443403455962385,1,1
10,62.870747150539664,21.90139148554136,1.0841673667552296,0.9473364563139866,1,1
11,14.541483201744457,21.017018342510447,1.0788370278677994,0.9238604827330716,1,1
