F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.0431226150531925,0.025930901890766113,0,9926,1
1,3,0.043556711561484614,0.010690223864922346,0,9920,1
2,4,0.03528121635923997,0.03465925951620782,0,9977,1
3,5,0.016564599978585788,0.0369585532754174,0,9916,1
4,6,0.04223662069246738,0.04681249996144078,0,9902,1
5,6,0.049676329552172785,0.047198259911199546,0,10015,1
2,5,0.01976999765616784,0.011399986385155186,0,10064,1
3,4,0.025688811305121295,0.036674903936746765,0,9956,1
5,7,0.030752882926720584,0.023873855593660565,0,9954,1
6,7,0.028643306116677383,0.018015807034351322,0,10086,1
3,8,0.02590539849373124,0.02274105293226194,0,10053,1
6,8,0.04087475931722539,0.040857673551794406,0,9948,1
7,9,0.018802867355701976,0.017159801922355035,0,10029,1
6,9,0.03355198390150635,0.02228477665712503,0,10055,1
