F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.02230866016309657,0.04708107022972022,0,9938,1
1,3,0.011037129270038925,0.026995670142569168,0,10095,1
2,4,0.012421681150234008,0.041373723816383545,0,9906,1
3,5,0.02313524674890422,0.03798657791582805,0,10052,1
4,6,0.010683465819453602,0.03512512224909409,0,9914,1
5,6,0.012205693530046337,0.04038124932176525,0,9986,1
2,5,0.020801223509665595,0.046622276347088557,0,9968,1
3,4,0.021035168530861723,0.030324014381360842,0,9932,1
5,7,0.022192025312185337,0.02662846839610371,0,9903,1
6,7,0.015832834522857015,0.03013504006822186,0,10027,1
