F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.01782059934344174,0.016671445546273818,0,10094,1
1,3,0.02654674051062257,0.034845883429073486,0,9982,1
2,4,0.03781464842142998,0.04362274718650746,0,9901,1
3,5,0.012774437363113435,0.01882225479854889,0,9997,1
4,6,0.044224460985969105,0.05021646205732825,0,9994,1
5,6,0.04344741002567122,0.011732110398806596,0,10018,1
2,5,0.024629024478549415,0.03442885650155789,0,9920,1
3,4,0.023220472868389994,0.02652483861950835,0,9989,1
5,7,0.02147097208567181,0.04157599648569002,0,9930,1
6,7,0.029836964135951882,0.037428655802114234,0,9959,1
3,8,0.011516992736967817,0.011909023384615296,0,9934,1
6,8,0.015431025925104702,0.0467324233639147,0,9901,1
7,9,0.047200783724810236,0.048050822090124505,0,10046,1
6,9,0.05031134900963572,0.039826374166641275,0,9976,1
