F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.04750516822377119,0.029817988911181516,0,9985,1
1,3,0.03784780268628386,0.042246866124897114,0,10067,1
2,4,0.03982661606660409,0.041509869052889746,0,10011,1
3,5,0.030303503185365024,0.04025274093753672,0,10058,1
4,6,0.036391054020688075,0.05013694504409199,0,10039,1
5,6,0.033473666831934076,0.02938624341964137,0,10033,1
2,5,0.043607499142573086,0.012460975035924318,0,9956,1
3,4,0.0382797064554783,0.052778964599506456,0,10067,1
5,7,0.04096214014576418,0.034092481345595484,0,10008,1
6,7,0.04533703311748005,0.04859592521375555,0,9969,1
3,8,0.04620764307765895,0.04476045642272619,0,9998,1
6,8,0.03836570388971479,0.04126890619956028,0,9949,1
7,9,0.028032896874032612,0.04906062708206645,0,9950,1
6,9,0.026938804462600684,0.04138703267322197,0,10030,1
9,10,0.013028784312903774,0.034776905113594735,0,10072,1
9,11,0.036026585256818004,0.029846535875110276,0,9926,1
8,11,0.04987521954387944,0.03984586119962399,0,9919,1
