F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.025662947933792216,0.05457755517038471,0,9946,1
1,3,0.013902482650573578,0.04566948033505423,0,10010,1
2,4,0.03857205226976352,0.04613310482053197,0,9981,1
3,5,0.023604369386976264,0.04854282553452055,0,10093,1
4,6,0.01243480139445921,0.014211397232094386,0,10077,1
5,6,0.03958742696667342,0.04581439702277319,0,9970,1
2,5,0.010847090044764173,0.04015464976833892,0,9958,1
3,4,0.02669175151128541,0.046950350366404756,0,10077,1
5,7,0.038700733929043704,0.04592129458040077,0,9972,1
6,7,0.02720121564217088,0.05535878999251346,0,9991,1
3,8,0.013474184652533189,0.027283631211939482,0,10032,1
6,8,0.019147866153658336,0.044729411077631155,0,10063,1
7,9,0.03134854437034165,0.01747034960720466,0,9986,1
6,9,0.0447093025308751,0.0319911223293301,0,9983,1
9,10,0.010036858815313873,0.048010604364389906,0,9957,1
9,11,0.04451866685201398,0.031027848308656618,0,9950,1
8,11,0.028743052190808943,0.031646499519320734,0,10085,1
8,12,0.012090177087213525,0.03414935004853978,0,9977,1
10,13,0.01947185171873475,0.034604876500649,0,10036,1
12,13,0.03882612541778237,0.0546120672961003,0,9928,1
11,14,0.01441527348062428,0.025200033727536694,0,10001,1
12,14,0.01262771505811494,0.020640286047223046,0,9932,1
13,15,0.014937114412503696,0.019695375664689235,0,10027,1
14,16,0.042466179804997325,0.04555458511881409,0,10020,1
15,16,0.04188931865184785,0.04700644918420084,0,10043,1
15,17,0.015074434766939874,0.03706437129384252,0,10034,1
16,16,0.03582188453115928,0.04968710880900574,0,9932,1
15,18,0.04589044890527177,0.018654574182814847,0,9907,1
8,18,0.03149875760793586,0.053183077950073855,0,10036,1
18,19,0.033631084021347846,0.02126140037302157,0,10002,1
19,20,0.03875190347572078,0.01878412826943529,0,10046,1
18,20,0.019620758430190115,0.011076927639045714,0,9944,1
