BUS,PD,QD,Vmax,Vmin,basekV,zone
1,24.73513983536476,9.09071546479513,1.07801721454541,0.9399242911608449,1,1
2,76.68850884950557,1.3899479150739251,1.0715541492917762,0.9239134537683661,1,1
3,39.673341338262595,5.419529379938716,1.0666275369656961,0.9488441612982241,1,1
4,34.96302360471234,11.905846920408218,1.0578208839173862,0.9183496214262268,1,1
5,87.91789005853587,15.230977143054938,1.050605179026587,0.9120687218747309,1,1
6,6.715105306736378,11.504884386179421,1.0696669023199286,0.9371490260358388,1,1
7,6.078445880112535,0.6693868684914939,1.0722294375268246,0.9101897790831439,1,1
8,58.1567108233502,25.433722034776274,1.0783744329755323,0.9311273609588784,1,1
9,15.912894996065528,24.346716515708355,1.0838347264079995,0.9233352310607982,1,1
10,81.51180257270042,8.511016277026602,1.0846349344319335,0.9206042119978975,1,1
11,39.11743497732365,25.866019910863418,1.0588548595397165,0.9186713528464486,1,1
12,53.00174815949194,3.522398513341426,1.0759490466105492,0.923292242748164,1,1
13,53.67240295449026,21.78615019136716,1.0615088372653707,0.9382570905094443,1,1
14,92.49826722379854,25.25386503697461,1.0674069853306842,0.9437529606376418,1,1
15,65.84779651345275,23.48149771059054,1.0556406788143797,0.9203075492653083,1,1
16,51.59326416779198,1.850806751027727,1.0774241057341714,0.9358323508925646,1,1
17,28.22514985169479,1.132392001747134,1.0818322665734073,0.9392780110499478,1,1
18,10.336231402209528,16.192741384731146,1.0563025962212165,0.9128258523867533,1,1
19,35.7686465273654,7.136699169341963,1.0778963043700183,0.9119419865112981,1,1
20,31.37390401778347,25.03447907259914,1.072453468495096,0.9102412941840816,1,1
