F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.010174763187164888,0.046683683627855785,0,9953,1
1,3,0.011046831108401512,0.04666006159049238,0,9951,1
2,4,0.015297672848068907,0.03450308098028072,0,10085,1
3,5,0.016699187175279816,0.03173731185084282,0,10053,1
4,6,0.016065064222680888,0.04146238923722755,0,10038,1
5,6,0.02217594692072674,0.04762232103471165,0,9975,1
2,5,0.02477456389999126,0.04610475289048209,0,10099,1
3,4,0.02102149380971517,0.02878244854417187,0,10007,1
5,7,0.01666187553908608,0.03766474157064417,0,9905,1
6,7,0.019789765668761172,0.032309372585444064,0,10012,1
