BUS,PD,QD,Vmax,Vmin,basekV,zone
1,5.618137505541624,16.57356195941905,1.0599279883661414,0.9117953620744995,1,1
2,65.8733521639365,4.025281021287271,1.070659911683086,0.9288490134822166,1,1
3,87.4181356450919,7.66828631841255,1.053270213341686,0.9422945635389501,1,1
4,11.50777263070778,3.4747896055951935,1.087646275496998,0.9411697364851904,1,1
5,8.949241575930653,7.116104719932469,1.0608874573960994,0.9239028949055391,1,1
6,58.580806754373526,17.796995909318348,1.0622045221482859,0.9167301134938579,1,1
7,67.39747234241301,21.561352440318515,1.085566756343747,0.933870015044157,1,1
8,17.525763131443092,20.82456983422701,1.0559036830720898,0.9461141726194694,1,1
9,77.61171961057076,5.193601580755276,1.0873731836737994,0.9289308299735752,1,1
10,14.119813612229532,23.891764898921956,1.0867564685516795,0.9248509885254527,1,1
