F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.040905836774624574,0.035593937737524936,0,9904,1
1,3,0.03086708974093101,0.043479087890629715,0,10010,1
2,4,0.040901102334812915,0.022306584340212217,0,10073,1
3,5,0.016919876205320643,0.013257569724664386,0,9945,1
4,6,0.010467139938252453,0.012570908246379,0,9909,1
5,6,0.015878174523850513,0.027259651611519276,0,10040,1
2,5,0.012483612098278444,0.037101852672668544,0,9968,1
3,4,0.018586219700319095,0.014330824712924625,0,10007,1
5,7,0.018405100515493295,0.0099263073550813,0,10059,1
6,7,0.01254982830344455,0.016295388454316988,0,9950,1
3,8,0.016442230751003643,0.01092906839414803,0,10098,1
6,8,0.011372873956852598,0.02722893413677758,0,9960,1
7,9,0.04810250295538313,0.030013523522370814,0,10086,1
6,9,0.038526316512007185,0.016116858704107923,0,9992,1
9,10,0.028173936604015057,0.011089751118704819,0,10031,1
