F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.013753814395470661,0.025059066224644266,0,10016,1
1,3,0.0200250139254181,0.035996640830283914,0,9947,1
2,4,0.013330191236410417,0.026479697966616984,0,10053,1
3,5,0.013169184770406251,0.04205336781521542,0,9980,1
4,6,0.02044437177858753,0.03271801334461458,0,10028,1
5,6,0.011572936264688537,0.025480815786715717,0,9980,1
2,5,0.02413528147620696,0.037124067046872836,0,9996,1
3,4,0.01944754434704251,0.03355617680915502,0,9963,1
5,7,0.01360459879115121,0.03625403258672283,0,10065,1
6,7,0.022637609264993565,0.046743222007583754,0,9911,1
