F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.04614970385950598,0.02628090112176925,0,9915,1
1,3,0.05013898979411121,0.05284474583506816,0,10076,1
2,4,0.01902110655792083,0.03589615246642309,0,10095,1
3,5,0.022726645078079505,0.04299976459999043,0,9983,1
4,6,0.02305458996460366,0.02722110208503535,0,10059,1
5,6,0.04335934967834671,0.05112935157232617,0,9953,1
2,5,0.041510951362189075,0.03951890021546704,0,9942,1
3,4,0.029021942337300877,0.04289715941930033,0,10026,1
5,7,0.04075621079047771,0.05431459074104923,0,9976,1
6,7,0.027941791604468587,0.014455342989269178,0,9923,1
3,8,0.02535128283178116,0.025555969274280124,0,9962,1
6,8,0.014769043868982663,0.028285525583300726,0,9964,1
7,9,0.01425631620063596,0.053455976404978595,0,9933,1
6,9,0.03627460905647531,0.02993994141035599,0,10002,1
9,10,0.032915567985573616,0.03065083556130447,0,10037,1
9,11,0.027961463211138606,0.017619955140594105,0,10058,1
8,11,0.02912136300280168,0.054612986481777766,0,10004,1
8,12,0.04752934526585459,0.0400142726346258,0,10016,1
10,13,0.039730142883859294,0.03125328624084751,0,10010,1
12,13,0.042191901456390346,0.020956929383849854,0,10028,1
11,14,0.02179013327559983,0.016515589322935665,0,9925,1
12,14,0.024484469940126558,0.04204967062019672,0,9934,1
13,15,0.02515322886269307,0.019525530907634536,0,9905,1
14,16,0.019064484456085252,0.023038806706254404,0,9941,1
15,16,0.01619387688684005,0.02615068464689569,0,9911,1
15,17,0.026485482051251903,0.04133592843327173,0,10009,1
16,16,0.019448827593766937,0.024646292664305694,0,10068,1
15,18,0.04273053151756262,0.016838870667915687,0,10007,1
8,18,0.010475950946857517,0.044568628027197216,0,10042,1
18,19,0.031898335730358045,0.018185548575445673,0,10044,1
19,20,0.01668677441175133,0.023909652794223593,0,9975,1
18,20,0.04907123295847462,0.04027520007207876,0,9926,1
