F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.034279696246576806,0.0445497591475225,0,9932,1
1,3,0.018651572378568418,0.04378009983068038,0,9996,1
2,4,0.012583667516455503,0.041473610464255475,0,10012,1
3,5,0.020145035481512752,0.02289102867215633,0,9972,1
4,6,0.04552647808195075,0.012259664756329999,0,10087,1
5,6,0.04492159096500414,0.012107586656093149,0,10085,1
2,5,0.015414531680433979,0.025185921563492624,0,10086,1
3,4,0.04816476912081134,0.03541736526332729,0,9954,1
5,7,0.01927650143507658,0.04723129062347146,0,10061,1
6,7,0.024112324753259837,0.033511508054378365,0,9966,1
3,8,0.041327064230563725,0.019547609982039735,0,9920,1
6,8,0.0371881308295752,0.040394260836251195,0,9972,1
7,9,0.04823661206333842,0.05414428991222092,0,9955,1
6,9,0.021166448213370236,0.030709941579326584,0,9971,1
9,10,0.022436884053398325,0.031723554160379135,0,10000,1
9,11,0.01200529681270624,0.010764334132999894,0,9983,1
8,11,0.03517507235723558,0.023110030442262973,0,10089,1
