BUS,PD,QD,Vmax,Vmin,basekV,zone
1,71.24182366432599,0.5780457621002314,1.0533923945223167,0.9317768543438818,1,1
2,84.25186994768704,26.62471706216814,1.064362360790871,0.9166434495530321,1,1
3,29.948928317702673,12.88520201963351,1.0528402498746383,0.9429311035032591,1,1
4,17.04411934742692,0.6589987849485801,1.0727095806112523,0.9305950725557808,1,1
5,65.22621897699653,8.775252167980636,1.0577386049133097,0.929876945327014,1,1
6,67.68932320054462,27.93304733938165,1.081189106339217,0.9427827316928052,1,1
7,25.409767963953616,9.047031418533093,1.0824454266901071,0.9110987004897941,1,1
8,94.21054644124314,10.33513687196519,1.077193414750398,0.9370642623717537,1,1
9,15.904155946249448,9.484073040191765,1.0751342616190385,0.9163006374929002,1,1
10,73.6955089499789,21.53413878574501,1.0796928953495004,0.9447524212182936,1,1
11,71.41074373479745,10.108010602347154,1.0624492448232947,0.9090268108967545,1,1
