BUS,PD,QD,Vmax,Vmin,basekV,zone
1,82.26805866228989,17.518110504264083,1.0765746857415095,0.9122212619781597,1,1
2,47.813051911770344,2.3243013786195568,1.061647792749227,0.91025912853116,1,1
3,90.3847328975082,23.11418360978886,1.0589848592708702,0.9351235075001504,1,1
4,22.494315316248223,20.593603205996995,1.0628707301738372,0.9424998294165517,1,1
5,50.04432517041275,7.966396849496352,1.0512050556722095,0.9283859456883281,1,1
6,20.335495287351417,11.868563713002674,1.0848028237488365,0.917419912796845,1,1
7,87.87660449681671,4.2055444915594276,1.0554672112473107,0.9391978800188312,1,1
8,5.928028155111549,6.619467652678448,1.0625142423833625,0.9273541537976151,1,1
9,11.454546656894612,25.07725370059651,1.0569704379898046,0.9152504294548361,1,1
10,43.218988249126795,9.26564145070317,1.0838635316965919,0.9368564320120946,1,1
11,13.419624200131887,8.543287656906354,1.064226480054369,0.9302501479376819,1,1
12,32.41677027088481,9.444442453067618,1.0555094823453923,0.9292404535299666,1,1
13,42.48751126836143,19.56614497302995,1.0627539711661214,0.9245611348994119,1,1
14,3.156354663622174,17.33413329005362,1.0768228010306902,0.9360522209319657,1,1
15,50.30378555672445,21.000319299608645,1.0685841369906979,0.9175216814810878,1,1
16,51.16107083639655,3.936497880737665,1.0529760314613306,0.9314716521981982,1,1
17,68.67048182614244,20.441540220727706,1.087565045239565,0.9475086381214771,1,1
18,83.08121340265419,9.59884584966895,1.0581756229434764,0.917146477030581,1,1
19,80.69782186404711,21.13701038353046,1.0754118241124346,0.9104822987479954,1,1
20,25.595305261188606,20.33167580723316,1.064916193597132,0.9435070742361902,1,1
