F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.021023108510014134,0.039197094037085975,0,9930,1
1,3,0.04455049409974757,0.044664391272876726,0,9904,1
2,4,0.016392332451907753,0.010010541586721294,0,9944,1
3,5,0.03951616756818564,0.04109461289152292,0,9994,1
4,6,0.04480842128851601,0.04895433614664568,0,9995,1
5,6,0.02765739527573985,0.018341985007808276,0,9913,1
2,5,0.043215901958455614,0.010054065620443786,0,10004,1
3,4,0.03838192697051261,0.04098880437527331,0,10027,1
5,7,0.03044569298151443,0.04544810475206164,0,9989,1
6,7,0.04587932039204656,0.027774376874844263,0,9985,1
3,8,0.04318102231483802,0.011674702327941535,0,9998,1
6,8,0.035613355604889194,0.040455891796757716,0,10088,1
7,9,0.04018045761317663,0.019470137267312376,0,9984,1
6,9,0.02864854773580304,0.03047438558455768,0,9996,1
