BUS,PD,QD,Vmax,Vmin,basekV,zone
1,66.40620585599741,24.002739171049576,1.0825931706035707,0.9386706173651287,1,1
2,29.096884099639333,5.1693158836451385,1.0711208403362442,0.9094118978791303,1,1
3,26.42238033038695,25.85599317541338,1.0722472648006667,0.9226205744638947,1,1
4,65.8703846667232,14.019764717866183,1.0716488713512322,0.9499728423496819,1,1
5,54.01014680437568,21.457683349727205,1.0840251691801668,0.9438616310310786,1,1
6,0.05165729025987939,25.303205079237312,1.0528671862709833,0.9093601013750454,1,1
7,91.65419482930233,7.826607151401139,1.071330166158234,0.9279372850985936,1,1
8,82.75229794259977,13.277704669730701,1.0767003092929706,0.9490220834896118,1,1
9,62.429328305597544,18.635497317536412,1.0820418726836105,0.9462888412267179,1,1
10,71.58881446486475,5.061880752251077,1.0525831461861774,0.9301560643748348,1,1
11,45.86732547973462,4.1529475053155895,1.0888094744440706,0.91709140920316,1,1
12,12.364575181616269,21.961388343135653,1.0564048966671957,0.924006684088899,1,1
13,70.97126302379644,15.548425728450717,1.054533514741305,0.9429066079641921,1,1
14,17.628046033831087,12.422673769548698,1.0685724966435688,0.9344690440864147,1,1
15,15.109595907264135,3.3809406058541795,1.0876727080410755,0.9360981905905656,1,1
16,50.810075856278004,24.5925351706809,1.0789461617715101,0.9118903099481727,1,1
17,70.01302887544709,24.13875195176272,1.0797447768409114,0.9309468665085072,1,1
18,10.06694839622139,24.03443892270402,1.075964251403185,0.9212790714783723,1,1
19,41.68840330136964,0.4850997139935459,1.0811005182655467,0.9308426819362349,1,1
20,51.08728004054115,25.27356927361236,1.074944132776191,0.9352775161270159,1,1
