F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.020582120033988075,0.0339459162116581,0,10007,1
1,3,0.018164036914773495,0.03653273415605566,0,10082,1
2,4,0.04185439521799903,0.044652869099781396,0,9916,1
3,5,0.03289376072393275,0.020283802080896973,0,9938,1
4,6,0.03191217871062518,0.038245279083415226,0,10076,1
5,6,0.02710855955040739,0.02805758469212001,0,10053,1
2,5,0.026285511470174744,0.04020931299907949,0,10066,1
3,4,0.013709962334510162,0.0539506858628057,0,10098,1
5,7,0.026614976080176843,0.053456126022910846,0,10095,1
6,7,0.034503921896476254,0.04496175906562128,0,10028,1
3,8,0.014894992448435134,0.032382164276515225,0,9977,1
6,8,0.0251073337474098,0.02736697255629439,0,9958,1
7,9,0.010433051353051672,0.031645462838771676,0,9995,1
6,9,0.03289948103426734,0.04901170082241112,0,10030,1
9,10,0.0383967155371431,0.04239439563323721,0,10084,1
9,11,0.010444983457464002,0.027433830358058804,0,9998,1
8,11,0.02212644680492913,0.03486050691395164,0,10100,1
8,12,0.01774726406849362,0.017779069795849818,0,9913,1
10,13,0.01574623782810717,0.033499748869447496,0,10061,1
12,13,0.04178183647468829,0.03350490171598473,0,10002,1
11,14,0.04572924965002759,0.029171737554656157,0,10097,1
12,14,0.02803237477643921,0.01745258702984129,0,10050,1
13,15,0.018476886709837083,0.022984752676121774,0,10012,1
14,16,0.03288544308206267,0.011690001212919502,0,10016,1
15,16,0.031032350483463714,0.05539893562701661,0,10000,1
15,17,0.041769690377688226,0.02708116225427038,0,9926,1
16,16,0.03526393895328308,0.035346340580241636,0,9995,1
15,18,0.0404944952712201,0.028020226128243973,0,9910,1
8,18,0.044045933882838555,0.0535414304275214,0,9915,1
18,19,0.014464636460928177,0.05494286780092403,0,9989,1
19,20,0.03091668273061538,0.05163558514761855,0,10056,1
18,20,0.019530444795708916,0.03237006964900328,0,10022,1
