F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.017093410411380246,0.034815103672907605,0,9925,1
1,3,0.01821828143448694,0.043457082176075176,0,9910,1
2,4,0.02326846443800392,0.03802371049895502,0,9904,1
3,5,0.014282440907847563,0.03245236471041469,0,10053,1
4,6,0.02205790660397846,0.02519226120664854,0,10012,1
5,6,0.02343216797811748,0.048509876344846416,0,9928,1
2,5,0.014950865656420415,0.030838495009915666,0,9997,1
3,4,0.010993064608164545,0.04691055023614447,0,9996,1
5,7,0.021082487287687676,0.03255325952363244,0,10052,1
6,7,0.012855153634630705,0.043642569014333187,0,10012,1
