F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.01700627793654315,0.04367254491405705,0,10047,1
1,3,0.048079507587382324,0.026953974431063787,0,9976,1
2,4,0.030042362918897184,0.022024135543197425,0,10081,1
3,5,0.048393572214532596,0.0327152954668107,0,10028,1
4,6,0.023821377378970422,0.03773604207674949,0,10070,1
5,6,0.037875459731836265,0.022638045136917216,0,9943,1
2,5,0.03756943425705915,0.047783756087713104,0,9992,1
3,4,0.025461996815749323,0.04360050326051418,0,9963,1
5,7,0.05026531499631064,0.04130811427980984,0,9966,1
6,7,0.012630301513405644,0.020407511549474407,0,10086,1
3,8,0.05035016476428036,0.025096589434695497,0,9944,1
6,8,0.02623641914134618,0.05021258687367169,0,10060,1
7,9,0.024112682355537006,0.020242661238727158,0,10100,1
6,9,0.033616307837843085,0.048518624823411474,0,10083,1
9,10,0.027062992148204672,0.047668221227198805,0,9962,1
9,11,0.012668885994886839,0.034458226244689576,0,10039,1
8,11,0.023033522577274,0.028120736243925602,0,10084,1
