BUS,PD,QD,Vmax,Vmin,basekV,zone
1,38.96324309998988,25.791827385998513,1.0861855060451275,0.9351782180063107,1,1
2,8.891457838935438,24.2125316401964,1.0608219172853,0.9097667547076786,1,1
3,89.85028806771517,7.954979452820035,1.0775658105249617,0.9146927805039233,1,1
4,45.257776597128846,22.667499436045915,1.0694497211908796,0.9112885627212036,1,1
5,72.63194151520389,12.413157601128445,1.0822418631154482,0.933169152347438,1,1
6,31.906950805744184,12.87966598564968,1.0567353327809166,0.9214604819744299,1,1
7,21.71284350662315,18.272780053702274,1.0535326679571688,0.9145512547874154,1,1
8,37.275958510173346,11.579951674255835,1.06749008870885,0.9113058675504212,1,1
9,75.16800688451508,15.140752782019327,1.0887929400969285,0.9262421490022497,1,1
10,16.419296144553982,3.756333038473452,1.084784155996481,0.9370492810613321,1,1
11,7.813652368464121,21.773664577898383,1.0874647541284161,0.9218866975685641,1,1
