F_BUS,T_BUS,R,X,BSh,L_SMAX,status
1,2,0.013949872301604244,0.045920290018099344,0,9960,1
1,3,0.011818493415493073,0.047767542742086055,0,10091,1
2,4,0.014846089712395798,0.043488581339682725,0,10038,1
3,5,0.01641222324385956,0.043599664640364924,0,10041,1
4,6,0.011410391809233995,0.025724222885380434,0,10018,1
5,6,0.023930443160648004,0.03331097708661253,0,9941,1
2,5,0.0247041272596606,0.025347338045122517,0,9984,1
3,4,0.02403026709907196,0.034423539059918976,0,9967,1
5,7,0.01005594885790536,0.03905941208737736,0,10017,1
6,7,0.017477697502054038,0.03494521545927606,0,9956,1
